0,2,2,2,5,3,0,
0,1,2,3,4,2,0,
0,1,2,2,4,3,0,
0,1,2,2,3,2,0,
0,1,2,6,5,7,0,
0,3,5,6,7,5,0,
0,2,3,5,5,4,0,
0,3,3,5,8,7,0,
0,2,5,6,7,5,0,
0,3,3,3,5,5,0,
0,3,2,6,4,3,0,
0,2,4,6,5,5,0,
0,2,3,5,5,6,0,
0,2,2,5,6,5,0,
0,2,2,4,7,5,0,
0,2,3,4,6,3,0,
0,2,2,5,6,4,0,
0,2,2,3,5,4,0,
0,2,2,3,3,2,0,
0,2,2,4,3,4,0,
0,2,2,3,5,5,0,
0,1,3,3,5,4,0,
0,2,2,3,4,4,0,
0,2,3,4,4,4,0,
0,1,2,4,4,2,0,
0,2,3,4,4,3,0,
0,3,3,5,4,5,0,
0,3,2,5,5,5,0,
0,2,2,4,7,5,0,
0,1,3,5,6,5,0,
0,3,2,5,6,3,0,
0,2,2,3,5,3,0,
0,1,3,4,3,4,0,
0,2,3,5,5,3,0,
0,1,3,5,3,5,0,
0,2,3,5,4,3,0,
0,2,3,5,4,5,0,
0,3,2,4,6,3,0,
0,2,2,5,6,5,0,
0,3,3,3,4,4,0,
0,3,2,6,6,4,0,
0,2,3,6,7,6,0,
0,2,4,5,5,6,0,
0,3,3,7,9,7,0,
0,3,5,5,11,6,0,
0,5,5,8,11,9,0,
0,5,4,7,10,8,0,
0,4,4,7,8,6,0,
0,2,4,6,7,6,0,
0,3,5,5,8,6,0,
0,4,4,5,6,6,0,
0,4,3,6,5,6,0,
0,2,2,5,4,4,0,
0,2,3,4,4,4,0,
0,2,3,4,6,3,0,
0,2,2,4,4,4,0,
0,2,2,3,11,9,0,
0,3,3,7,12,6,0,
0,3,4,9,8,10,0,
0,3,4,7,8,6,0,
0,3,5,7,8,5,0,
0,3,4,6,6,8,0,
0,3,3,4,8,6,0,
0,4,5,7,6,4,0,
0,3,5,7,9,6,0,
0,2,4,7,6,4,0,
0,3,5,5,5,7,0,
0,2,4,4,7,6,0,
0,3,3,7,6,6,0,
0,3,3,5,7,6,0,
0,2,2,4,5,5,0,
0,2,3,4,4,4,0,
0,3,2,4,4,5,0,
0,2,3,6,5,3,0,
0,3,2,4,7,6,0,
0,3,2,6,8,4,0,
0,2,3,6,5,5,0,
0,2,4,4,6,5,0,
0,3,4,6,6,4,0,
0,3,4,6,8,6,0,
0,2,5,4,8,5,0,
0,3,4,6,5,5,0,
0,3,5,4,6,5,0,
0,2,3,4,5,5,0,
0,2,3,4,4,5,0,
0,2,4,4,5,4,0,
0,2,4,5,4,3,0,
0,3,3,4,9,7,0,
0,3,4,5,8,5,0,
0,2,4,4,5,5,0,
0,3,3,5,5,7,0,
0,3,4,7,7,4,0,
0,3,5,4,10,5,0,
0,4,3,4,10,7,0,
0,4,3,7,7,6,0,
0,3,5,7,15,8,0,
0,4,5,12,12,12,0,
0,6,6,7,14,11,0,
0,3,5,9,9,11,0,
0,4,5,9,9,8,0,
0,5,6,8,11,9,0,
0,5,6,8,9,6,0,
0,4,4,6,14,6,0,
0,5,5,6,10,10,0,
0,4,3,6,5,4,0,
0,2,4,4,6,4,0,
0,2,3,6,8,4,0,
0,3,3,5,4,5,0,
0,2,2,4,5,8,0,
0,3,5,7,10,8,0,
0,6,6,10,14,8,0,
0,4,7,12,10,12,0,
0,4,7,6,9,10,0,
0,4,4,11,9,6,0,
0,5,6,7,11,9,0,
0,4,7,8,13,7,0,
0,4,5,8,13,9,0,
0,4,3,9,10,7,0,
0,3,5,6,7,8,0,
0,4,5,6,11,7,0,
0,3,5,6,9,8,0,
0,3,4,6,6,6,0,
0,3,4,4,5,4,0,
0,3,4,4,5,5,0,
0,3,4,5,9,5,0,
0,3,4,5,8,7,0,
0,3,5,7,5,4,0,
0,2,4,4,7,5,0,
0,4,3,4,10,7,0,
0,3,3,5,7,4,0,
0,5,5,9,7,6,0,
0,3,4,7,8,9,0,
0,4,5,5,7,7,0,
0,5,4,7,11,8,0,
0,2,3,7,9,6,0,
0,2,5,5,9,5,0,
0,2,4,6,5,6,0,
0,3,5,4,9,5,0,
0,2,4,8,7,7,0,
0,3,4,9,8,9,0,
0,4,4,5,8,8,0,
0,4,5,8,11,5,0,
0,3,5,5,10,9,0,
0,5,5,6,11,9,0,
0,4,6,10,8,8,0,
0,3,4,6,10,11,0,
0,4,5,6,11,7,0,
0,4,6,10,8,14,0,
0,5,8,8,14,15,0,
0,4,7,13,12,11,0,
0,7,6,10,11,11,0,
0,5,7,12,12,15,0,
0,5,8,12,17,13,0,
0,4,6,13,11,12,0,
0,5,8,13,11,12,0,
0,4,5,13,17,9,0,
0,4,7,
